Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff
282,1.9,-1,0,65.79119798,20.1250267,0.079784393,0,38.1205184,19.97156525,1.756858826,22.77002789,27.67067958,0.153461456
282,2,-1,0,67.79602101,20.13300514,0.04650116,0,40.12645922,20.14725113,-0.238170624,22.77039926,27.66956179,-0.014245987
282,2.1,-1,0,69.81225261,20.13765526,-0.106201172,0,42.13999348,20.12343407,-0.537071228,22.77034311,27.67225913,0.014221191
282,2.2,-1,0,71.82995334,20.12703514,-0.12544632,0,44.14965153,20.06972694,1.557331085,22.77242675,27.68030181,0.057308197
282,2.3,-1,0,73.83514181,20.11449051,0.037136078,0,46.16441088,20.22546005,-2.245063782,22.76786219,27.67073094,-0.110969543
282,2.4,-1,0,75.85915784,20.11820412,0.128917694,0,48.17573156,20.00095367,2.111320496,22.77923669,27.68342628,0.117250443
282,2.5,-1,0,77.8629587,20.13109589,0.009860992,0,50.18638353,20.21208572,-2.306632996,22.78276657,27.67657517,-0.080989838
282,2.6,-1,0,79.88939031,20.13208199,0.051574707,0,52.19605894,19.98142242,0.876235962,22.79120839,27.69333136,0.150659561
282,2.7,-1,0,81.89961675,20.13723946,-0.019817352,0,54.19858236,20.06904602,0.437240601,22.79576501,27.70103439,0.068193436
282,2.8,-1,0,83.91210554,20.13525772,-0.040740967,0,56.20767317,20.11277008,-0.289936066,22.79644335,27.70443238,0.02248764
282,2.9,-1,0,85.92682925,20.13118362,0.118103027,0,58.2175005,20.08377647,-2.735900879,22.80456529,27.70932875,0.04740715
282,3,-1,0,87.95426167,20.14299393,0.042304993,0,60.21219864,19.81018639,2.92886734,22.83562611,27.74206303,0.332807541
282,3.1,-1,0,89.95498997,20.14722443,-0.134563446,0,62.20786161,20.10307312,0.537834167,22.83882271,27.74712835,0.044151306
282,3.2,-1,0,91.9666358,20.13376808,-0.050029755,0,64.2208581,20.15685654,0.585899353,22.83947454,27.7457777,-0.023088455
282,3.3,-1,0,93.97661914,20.12876511,0.03036499,0,66.23947325,20.21544647,-0.883426666,22.83064794,27.73714589,-0.086681366
282,3.4,-1,0,95.99321862,20.13180161,-0.011119843,0,68.25660076,20.12710381,1.319694519,22.83746439,27.73661786,0.0046978
